video_name,frame_index,mean_flow,std_flow,edge_ratio,keypoint_count,fft_peak,view,state
angle_evm_segment_1_10s.avi,0,0.03665665537118912,0.24112378060817719,0.03822951739618406,101,8909164.0,angle,Normal_state
angle_evm_segment_1_10s.avi,1,0.029761463403701782,0.2161290943622589,0.03843995510662177,101,8848359.0,angle,Normal_state
angle_evm_segment_1_10s.avi,2,-0.004713327623903751,0.18818333745002747,0.03776187803965582,102,8799714.0,angle,Normal_state
angle_evm_segment_1_10s.avi,3,-0.005461615510284901,0.1537996232509613,0.03556397306397306,87,8760005.0,angle,Normal_state
angle_evm_segment_1_10s.avi,4,-0.0017206539632752538,0.14968730509281158,0.03514309764309764,97,8728689.0,angle,Normal_state
angle_evm_segment_1_10s.avi,5,-0.008738424628973007,0.13813084363937378,0.03652263374485597,92,8707176.0,angle,Normal_state
angle_evm_segment_1_10s.avi,6,-0.007983319461345673,0.14870518445968628,0.03591470258136925,92,8693135.0,angle,Normal_state
angle_evm_segment_1_10s.avi,7,0.0022782450541853905,0.10698137432336807,0.03521324354657688,99,8691358.0,angle,Normal_state
angle_evm_segment_1_10s.avi,8,0.013848034664988518,0.15130385756492615,0.03493265993265993,94,8692809.0,angle,Normal_state
angle_evm_segment_1_10s.avi,9,0.01128214318305254,0.13759632408618927,0.0360082304526749,101,8699560.0,angle,Normal_state
angle_evm_segment_1_10s.avi,10,0.019674673676490784,0.15707086026668549,0.037504676393565285,102,8717786.0,angle,Normal_state
angle_evm_segment_1_10s.avi,11,0.02739615924656391,0.20405898988246918,0.037504676393565285,102,8748587.0,angle,Normal_state
angle_evm_segment_1_10s.avi,12,0.02304636314511299,0.2084023803472519,0.038135989524878414,106,8785808.0,angle,Normal_state
angle_evm_segment_1_10s.avi,13,0.017724869772791862,0.24485740065574646,0.03860362888140666,106,8836893.0,angle,Normal_state
angle_evm_segment_1_10s.avi,14,0.020608944818377495,0.2600295841693878,0.03855686494575383,105,8893742.0,angle,Normal_state
angle_evm_segment_1_10s.avi,15,0.03004978410899639,0.3397291898727417,0.03729423868312757,105,8947648.0,angle,Normal_state
angle_evm_segment_1_10s.avi,16,0.023650048300623894,0.3160245418548584,0.035072951739618406,97,9005962.0,angle,Normal_state
angle_evm_segment_1_10s.avi,17,0.024785220623016357,0.26138418912887573,0.03444163860830528,86,9057589.0,angle,Normal_state
angle_evm_segment_1_10s.avi,18,0.043583452701568604,0.25409626960754395,0.03521324354657688,91,9109483.0,angle,Normal_state
angle_evm_segment_1_10s.avi,19,0.02934606745839119,0.24670223891735077,0.03565750093527871,83,9151117.0,angle,Normal_state
angle_evm_segment_1_10s.avi,20,0.036075398325920105,0.24728962779045105,0.03439487467265245,97,9179865.0,angle,Normal_state
angle_evm_segment_1_10s.avi,21,0.036437034606933594,0.23413142561912537,0.034745604190048636,100,9198014.0,angle,Normal_state
angle_evm_segment_1_10s.avi,22,0.02103479951620102,0.1680825650691986,0.03437149270482604,97,9216054.0,angle,Normal_state
angle_evm_segment_1_10s.avi,23,0.012035946361720562,0.19630594551563263,0.03488589599700711,84,9229942.0,angle,Normal_state
angle_evm_segment_1_10s.avi,24,0.005693033803254366,0.14675478637218475,0.03722409277964833,89,9241545.0,angle,Normal_state
angle_evm_segment_1_10s.avi,25,-0.005365617107599974,0.13121649622917175,0.038042461653572765,93,9243229.0,angle,Normal_state
angle_evm_segment_1_10s.avi,26,0.006642372813075781,0.1229643002152443,0.03717732884399551,100,9252836.0,angle,Normal_state
angle_evm_segment_1_10s.avi,27,0.0027844689320772886,0.12938322126865387,0.03666292555181444,92,9260739.0,angle,Normal_state
angle_evm_segment_1_10s.avi,28,0.012377615086734295,0.15102367103099823,0.037247474747474744,104,9265820.0,angle,Normal_state
angle_evm_segment_1_10s.avi,29,-0.005172111559659243,0.13939864933490753,0.03778526000748223,106,9271197.0,angle,Normal_state
angle_evm_segment_1_10s.avi,30,-0.019115805625915527,0.2307828813791275,0.03834642723531612,97,9273035.0,angle,Normal_state
