video_name,frame_index,mean_flow,std_flow,edge_ratio,keypoint_count,fft_peak,view,state
angle_evm_segment_10_5s.avi,0,-0.004209436476230621,0.06361149251461029,0.03579779274223718,89,9055084.0,angle,Normal_state
angle_evm_segment_10_5s.avi,1,-0.0030300631187856197,0.05989117547869682,0.0341142910587355,92,9058178.0,angle,Normal_state
angle_evm_segment_10_5s.avi,2,-0.013029590249061584,0.0955100953578949,0.03357650579872802,88,9062571.0,angle,Normal_state
angle_evm_segment_10_5s.avi,3,0.005665574688464403,0.09534071385860443,0.03327254021698466,93,9061033.0,angle,Normal_state
angle_evm_segment_10_5s.avi,4,0.0022095029707998037,0.04600277543067932,0.03413767302656191,89,9062986.0,angle,Normal_state
angle_evm_segment_10_5s.avi,5,0.013104546815156937,0.11450690776109695,0.03439487467265245,84,9062416.0,angle,Normal_state
angle_evm_segment_10_5s.avi,6,0.012710989452898502,0.10041487962007523,0.035049569771791994,90,9060227.0,angle,Normal_state
angle_evm_segment_10_5s.avi,7,-0.00014677578292321414,0.057200171053409576,0.034722222222222224,85,9062389.0,angle,Normal_state
angle_evm_segment_10_5s.avi,8,-0.0027111154049634933,0.0791979655623436,0.034839132061354285,86,9067178.0,angle,Normal_state
angle_evm_segment_10_5s.avi,9,-0.005217657890170813,0.06533560901880264,0.03502618780396558,85,9072096.0,angle,Normal_state
angle_evm_segment_10_5s.avi,10,-0.010380308143794537,0.07229387760162354,0.03500280583613917,92,9073496.0,angle,Normal_state
angle_evm_segment_10_5s.avi,11,-0.008805383928120136,0.09197096526622772,0.03437149270482604,94,9070486.0,angle,Normal_state
angle_evm_segment_10_5s.avi,12,-0.0017314449651166797,0.11115226149559021,0.034277964833520386,85,9067906.0,angle,Normal_state
angle_evm_segment_10_5s.avi,13,0.0077958484180271626,0.118475042283535,0.032875046763935656,85,9066545.0,angle,Normal_state
angle_evm_segment_10_5s.avi,14,0.0055588623508811,0.07738173753023148,0.03355312383090161,87,9067810.0,angle,Normal_state
angle_evm_segment_10_5s.avi,15,0.0017076280200853944,0.05769387632608414,0.03369341563786008,92,9066275.0,angle,Normal_state
angle_evm_segment_10_5s.avi,16,-0.001104649156332016,0.05963868647813797,0.03460531238309016,90,9064647.0,angle,Normal_state
angle_evm_segment_10_5s.avi,17,0.010458026081323624,0.10648781806230545,0.03514309764309764,99,9059917.0,angle,Normal_state
angle_evm_segment_10_5s.avi,18,-0.0022200527600944042,0.08491286635398865,0.03547044519266741,99,9054471.0,angle,Normal_state
angle_evm_segment_10_5s.avi,19,-0.010852395556867123,0.07242441177368164,0.03554059109614665,97,9058650.0,angle,Normal_state
angle_evm_segment_10_5s.avi,20,-0.00525031378492713,0.08383308351039886,0.03598484848484849,95,9055049.0,angle,Normal_state
angle_evm_segment_10_5s.avi,21,-0.007482614368200302,0.06746582686901093,0.03542368125701459,95,9049368.0,angle,Normal_state
angle_evm_segment_10_5s.avi,22,0.0005500491242855787,0.11175226420164108,0.034745604190048636,88,9049881.0,angle,Normal_state
angle_evm_segment_10_5s.avi,23,0.0031289500184357166,0.08409972488880157,0.035166479610924055,82,9043912.0,angle,Normal_state
angle_evm_segment_10_5s.avi,24,0.009591336362063885,0.09351393580436707,0.03572764683875795,92,9040452.0,angle,Normal_state
angle_evm_segment_10_5s.avi,25,-0.00041940860683098435,0.09382845461368561,0.03523662551440329,85,9044278.0,angle,Normal_state
angle_evm_segment_10_5s.avi,26,-0.005054271314293146,0.059571772813797,0.035072951739618406,99,9037848.0,angle,Normal_state
angle_evm_segment_10_5s.avi,27,0.00353405624628067,0.07254789024591446,0.03497942386831276,98,9032263.0,angle,Normal_state
angle_evm_segment_10_5s.avi,28,-0.003769306465983391,0.08249165117740631,0.03446502057613169,91,9028762.0,angle,Normal_state
angle_evm_segment_10_5s.avi,29,-0.007248723413795233,0.096111960709095,0.0348625140291807,93,9026054.0,angle,Normal_state
angle_evm_segment_10_5s.avi,30,-0.00487529905512929,0.057761434465646744,0.03509633370744482,103,9023667.0,angle,Normal_state
angle_evm_segment_10_5s.avi,31,0.007874921895563602,0.10639184713363647,0.0348625140291807,98,9020070.0,angle,Normal_state
angle_evm_segment_10_5s.avi,32,-3.6381443351274356e-05,0.08835586160421371,0.035049569771791994,94,9020393.0,angle,Normal_state
angle_evm_segment_10_5s.avi,33,0.0032929549925029278,0.07504595816135406,0.03502618780396558,92,9019532.0,angle,Normal_state
angle_evm_segment_10_5s.avi,34,0.0020581956487149,0.09941809624433517,0.035376917321361764,92,9015322.0,angle,Normal_state
angle_evm_segment_10_5s.avi,35,-0.008162382058799267,0.07918670773506165,0.035610736999625886,88,9019736.0,angle,Normal_state
angle_evm_segment_10_5s.avi,36,-0.0035403750371187925,0.09635251015424728,0.03598484848484849,85,9016445.0,angle,Normal_state
angle_evm_segment_10_5s.avi,37,-0.00858346838504076,0.08169344812631607,0.035447063224841,91,9010985.0,angle,Normal_state
angle_evm_segment_10_5s.avi,38,-0.0009782155975699425,0.05179451033473015,0.03514309764309764,94,9008738.0,angle,Normal_state
angle_evm_segment_10_5s.avi,39,0.00590151734650135,0.06777318567037582,0.03556397306397306,92,9008587.0,angle,Normal_state
angle_evm_segment_10_5s.avi,40,0.0067516351118683815,0.0740862786769867,0.035587355031799474,92,9013444.0,angle,Normal_state
angle_evm_segment_10_5s.avi,41,0.005124627146869898,0.0974826067686081,0.03502618780396558,88,9016303.0,angle,Normal_state
angle_evm_segment_10_5s.avi,42,0.0008001808892004192,0.04583701491355896,0.036288814066591846,90,9027394.0,angle,Normal_state
angle_evm_segment_10_5s.avi,43,-0.0012056754203513265,0.07192520052194595,0.03684998129442574,94,9027509.0,angle,Normal_state
angle_evm_segment_10_5s.avi,44,-0.0020759734325110912,0.07290422171354294,0.036826599326599326,99,9029390.0,angle,Normal_state
angle_evm_segment_10_5s.avi,45,-0.006206866353750229,0.06669801473617554,0.036171904227459785,86,9036659.0,angle,Normal_state
