video_name,state,view,segment_duration,is_overlap,total_frames,actual_fps,flow_mean,flow_std,flow_max,orientation_mean,orientation_std,temporal_grad_mean,temporal_grad_std,temporal_grad_max,dominant_freq,flow_entropy,motion_consistency
angle_evm_segment_10_15s_50_overlap.avi,Bearing_fault,angle,15,True,450,30.0,1.0340167,2.4528618,37.862988,-0.010722285,1.378907287424362,0.8903339361610828,0.3924392096497067,2.09495417134306,0.0030864197530864,0.6658585698167606,2.3721660843101104
angle_evm_segment_11_15s_50_overlap.avi,Bearing_fault,angle,15,True,450,30.0,2.9059422,5.2338614,54.510223,0.0030794293,1.3972849438499266,1.8386604642481896,1.2950436555635962,5.69610456416012,0.0031098017209128,1.106583534119021,1.8010886941881636
angle_evm_segment_1_15s_50_overlap.avi,Bearing_fault,angle,15,True,450,30.0,4.546295,7.0235915,81.61868,0.5155185,1.7077768473904276,2.362661247049393,1.817856406722597,9.610994201271978,0.0030864197530864,1.1968436504019355,1.5449040849790427
angle_evm_segment_2_15s_50_overlap.avi,Bearing_fault,angle,15,True,450,30.0,1.2069066,2.662983,32.62147,0.3900893,1.7005886124738494,0.8486674257213728,0.4142989520553965,2.9798915076692856,0.0030864197530864,0.8381068637366518,2.206451459389119
angle_evm_segment_3_15s_50_overlap.avi,Bearing_fault,angle,15,True,450,30.0,0.6540505,1.3926693,20.462164,0.06556286,1.288747991861875,0.5750328389062613,0.2114496580898447,1.2423073325851104,0.0030864197530864,0.7677382604636819,2.129296023860856
angle_evm_segment_4_15s_50_overlap.avi,Bearing_fault,angle,15,True,450,30.0,0.7717432,1.8365736,45.714157,-0.0024770193,1.0563264898108784,0.6336970505183819,0.3103401499315934,2.2740132809577256,0.0030864197530864,0.4489319300389523,2.3797699448199845
angle_evm_segment_5_15s_50_overlap.avi,Bearing_fault,angle,15,True,450,30.0,0.90336293,2.2934499,50.670288,0.14775167,1.6270159907290815,0.8328502795837615,0.5415445726389044,2.823933782267116,0.0030864197530864,0.4624963368561847,2.538788414041541
angle_evm_segment_6_15s_50_overlap.avi,Bearing_fault,angle,15,True,450,30.0,2.5607033,5.305633,57.49499,-0.043065783,1.2966379615446968,0.7114569871777247,0.5313728531880854,2.696081182192293,0.0030864197530864,0.9479634293951832,2.071942908254314
angle_evm_segment_7_15s_50_overlap.avi,Bearing_fault,angle,15,True,450,30.0,0.3342562,0.7229046,13.5229025,0.048992332,1.4020167742608638,0.4852627987371862,0.2023543363583669,1.1910774410774412,0.0030864197530864,0.6241441795339846,2.1627196609891763
angle_evm_segment_8_15s_50_overlap.avi,Bearing_fault,angle,15,True,450,30.0,0.41320524,0.8345712,12.132521,0.036908235,1.2278361905463733,0.4998990773860856,0.1985539475873572,1.1831743359521136,0.0030864197530864,0.8372824683488609,2.0197448867419747
angle_evm_segment_9_15s_50_overlap.avi,Bearing_fault,angle,15,True,450,30.0,0.6630152,1.4218457,23.942234,0.11075675,1.2612518769506396,0.6282235870209144,0.3479565524876076,2.0901374859708195,0.0030864197530864,0.7038551771210497,2.144511254552973
front_evm_segment_10_15s_50_overlap.avi,Bearing_fault,front,15,True,450,30.0,0.1320623,0.34531146,7.3890543,0.05584392,1.2017376815421668,0.2345155652041324,0.1252501067645588,0.6932519640852974,2.338196782641227e-05,0.476330842836106,2.614742022656141
front_evm_segment_11_15s_50_overlap.avi,Bearing_fault,front,15,True,450,30.0,0.29462492,0.744793,17.483732,0.041086774,1.1085445358180928,0.3637324432146258,0.2058378678769152,1.2142022072577627,2.338196782641227e-05,0.4939325713492876,2.527927570179872
front_evm_segment_1_15s_50_overlap.avi,Bearing_fault,front,15,True,450,30.0,0.30100703,0.71820724,13.592556,-0.12022731,1.6198271801685111,0.3034936721833529,0.2022630690989195,1.210016835016835,2.338196782641227e-05,0.5718743347348957,2.386006892877903
front_evm_segment_2_15s_50_overlap.avi,Bearing_fault,front,15,True,450,30.0,0.1438656,0.35940537,5.736259,-0.11826629,1.0697445998691837,0.2313047367180007,0.1289031455068485,0.6358492330714552,2.338196782641227e-05,0.6446505272366037,2.4981849018198345
front_evm_segment_3_15s_50_overlap.avi,Bearing_fault,front,15,True,450,30.0,0.11485508,0.27039582,5.076456,0.13429691,1.220849942342811,0.2288283832301402,0.1298604411670822,0.6906565656565656,2.338196782641227e-05,0.6005498507301403,2.354214190384444
front_evm_segment_4_15s_50_overlap.avi,Bearing_fault,front,15,True,450,30.0,0.10528447,0.25951508,6.5918503,0.09565057,1.242077180774034,0.2313470742232187,0.1268609054835173,0.6979517396184063,2.338196782641227e-05,0.4400885916391779,2.464870826272959
front_evm_segment_5_15s_50_overlap.avi,Bearing_fault,front,15,True,450,30.0,0.10870083,0.2737264,7.531028,0.114686914,1.2941992398985622,0.2162658612021393,0.1403720038621502,0.7288627010849233,2.338196782641227e-05,0.3855937924312165,2.5181398681297096
front_evm_segment_6_15s_50_overlap.avi,Bearing_fault,front,15,True,450,30.0,0.1066032,0.24905981,6.0977883,0.0457762,1.2314785643526824,0.2272101844144655,0.1281834394123461,0.6172371866816311,2.338196782641227e-05,0.4809182853114808,2.3363039775463443
front_evm_segment_7_15s_50_overlap.avi,Bearing_fault,front,15,True,450,30.0,0.12412215,0.31029385,6.315657,0.07271064,1.240956590285159,0.2251860558900895,0.1265536750936772,0.6079077815188926,2.338196782641227e-05,0.5257825943664015,2.4998870289477364
front_evm_segment_8_15s_50_overlap.avi,Bearing_fault,front,15,True,450,30.0,0.11408291,0.287735,5.817899,0.010785732,1.305830312229176,0.2273112632553365,0.1272134457577315,0.6626449682005238,2.338196782641227e-05,0.5289549728052059,2.52213467304616
front_evm_segment_9_15s_50_overlap.avi,Bearing_fault,front,15,True,450,30.0,0.11625439,0.25274476,6.157738,0.011244627,1.2023697005675735,0.2137184244490604,0.1397359970848019,0.7834362139917695,2.338196782641227e-05,0.5242155244740077,2.1740477206412945
angle_evm_segment_10_15s_50_overlap.avi,Normal_state,angle,15,True,450,30.0,0.18211469,0.3013184,6.0740023,0.95698965,1.932759422862509,0.4757174879205317,0.2087547378923147,1.1379536101758323,2.338196782641227e-05,0.7689147940998873,1.654543911958312
angle_evm_segment_11_15s_50_overlap.avi,Normal_state,angle,15,True,450,30.0,0.31922874,0.99411136,41.589672,0.46421093,2.306708842794167,0.763267522207141,0.51293476726427,2.4997895622895623,5.1959928503138385e-08,0.1581334491640967,3.114093829873592
angle_evm_segment_1_15s_50_overlap.avi,Normal_state,angle,15,True,450,30.0,1.021072,2.635046,36.42334,0.7747389,1.5142660439182791,0.9322128111103613,0.486517825312641,2.733235129068462,0.0030864197530864,0.5866359680315076,2.5806636035377157
angle_evm_segment_2_15s_50_overlap.avi,Normal_state,angle,15,True,450,30.0,0.82592005,2.2079835,34.627113,1.384835,1.9342640341143225,0.5935202161847795,0.2940217329521126,1.8740881032547696,0.0030864197530864,0.5464874876820487,2.6733590409967327
angle_evm_segment_3_15s_50_overlap.avi,Normal_state,angle,15,True,450,30.0,0.22630453,0.46866673,12.776552,1.2157427,2.08639258517428,0.4872742728780838,0.2275653962614973,1.3123597081930416,0.0030864197530864,0.4275363731723883,2.0709468745132598
angle_evm_segment_4_15s_50_overlap.avi,Normal_state,angle,15,True,450,30.0,0.22591509,0.4637063,12.583449,1.0712343,1.8260034493688488,0.4746144735318207,0.2295688704259078,1.3012532734754958,2.338196782641227e-05,0.4333473969261708,2.0525599398607235
angle_evm_segment_5_15s_50_overlap.avi,Normal_state,angle,15,True,450,30.0,0.19466202,0.3649021,7.7722096,0.7622203,1.9164183773709864,0.4161713230631815,0.2461948098151727,1.384469696969697,0.0030864197530864,0.6128543566228516,1.8745322539330171
angle_evm_segment_6_15s_50_overlap.avi,Normal_state,angle,15,True,450,30.0,0.15447605,0.24304986,4.3102517,1.285701,1.9082589741619145,0.4268384996546343,0.2220683739674842,1.2283716797605686,2.338196782641227e-05,0.9060861425413412,1.5733720019223358
angle_evm_segment_7_15s_50_overlap.avi,Normal_state,angle,15,True,450,30.0,0.17332768,0.3926979,14.334926,0.76271737,2.10155648723437,0.4623650303246938,0.2263868617275024,1.1834315375982043,0.0030864197530864,0.241216434256219,2.26562557655973
angle_evm_segment_8_15s_50_overlap.avi,Normal_state,angle,15,True,450,30.0,0.381231,1.0914736,30.4453,1.0324329,2.003768232028232,0.6049044224310247,0.2660777751583556,1.5054246165357277,0.0030864197530864,0.2764189535051949,2.863016616891009
angle_evm_segment_9_15s_50_overlap.avi,Normal_state,angle,15,True,450,30.0,0.63450223,1.9279145,31.575113,1.44201,2.1849780122187488,0.561717823704337,0.2853937966898219,1.676837822671156,0.0030864197530864,0.4098271239961709,3.038462852163098
front_evm_segment_10_15s_50_overlap.avi,Normal_state,front,15,True,450,30.0,0.14735709,0.43069607,10.946716,-0.005286383,1.401716426702438,0.2715351568976909,0.1239293330469188,0.6900252525252525,2.338196782641227e-05,0.377791488348506,2.9227853480748367
front_evm_segment_11_15s_50_overlap.avi,Normal_state,front,15,True,450,30.0,0.26599845,1.0807769,51.140594,-0.061181396,1.4681456925650016,0.4469532931392619,0.4042892440546231,2.39852225963337,2.338196782641227e-05,0.1227728296179441,4.063079521649159
