video_name,frame_index,mean_flow,std_flow,edge_ratio,keypoint_count,fft_peak,view,state
angle_evm_segment_10_10s_50_overlap.avi,0,-0.0008969911723397672,0.10367878526449203,0.021371118593340815,37,9419238.0,angle,Bearing_fault
angle_evm_segment_10_10s_50_overlap.avi,1,0.0015707239508628845,0.10524413734674454,0.02130097268986158,39,9418037.0,angle,Bearing_fault
angle_evm_segment_10_10s_50_overlap.avi,2,-0.0009258313220925629,0.06244292110204697,0.020318930041152265,36,9421332.0,angle,Bearing_fault
angle_evm_segment_10_10s_50_overlap.avi,3,-0.003325870493426919,0.10641797631978989,0.020318930041152265,35,9421460.0,angle,Bearing_fault
angle_evm_segment_10_10s_50_overlap.avi,4,0.010643122717738152,0.09411540627479553,0.021043771043771045,41,9417929.0,angle,Bearing_fault
angle_evm_segment_10_10s_50_overlap.avi,5,0.0025857279542833567,0.20406422019004822,0.020739805462027684,45,9419438.0,angle,Bearing_fault
angle_evm_segment_10_10s_50_overlap.avi,6,-0.022363437339663506,0.16911792755126953,0.020763187429854096,48,9421780.0,angle,Bearing_fault
angle_evm_segment_10_10s_50_overlap.avi,7,0.0024777366779744625,0.12035728991031647,0.020529367751589974,43,9416519.0,angle,Bearing_fault
angle_evm_segment_10_10s_50_overlap.avi,8,-0.00794039387255907,0.15232640504837036,0.021581556303778525,36,9419072.0,angle,Bearing_fault
angle_evm_segment_10_10s_50_overlap.avi,9,0.010958949103951454,0.10030669718980789,0.02120744481855593,35,9413005.0,angle,Bearing_fault
angle_evm_segment_10_10s_50_overlap.avi,10,0.014061336405575275,0.16324542462825775,0.021043771043771045,35,9415941.0,angle,Bearing_fault
angle_evm_segment_10_10s_50_overlap.avi,11,-0.007807477843016386,0.1320299357175827,0.021277590722035167,43,9418891.0,angle,Bearing_fault
angle_evm_segment_10_10s_50_overlap.avi,12,-0.012206848710775375,0.15642786026000977,0.02162832023943135,46,9422946.0,angle,Bearing_fault
angle_evm_segment_10_10s_50_overlap.avi,13,-0.00804147869348526,0.1261111944913864,0.021371118593340815,41,9422537.0,angle,Bearing_fault
angle_evm_segment_10_10s_50_overlap.avi,14,-0.007362049538642168,0.10696355253458023,0.02080995136550692,43,9426887.0,angle,Bearing_fault
angle_evm_segment_10_10s_50_overlap.avi,15,-0.008163783699274063,0.12942418456077576,0.02092686120463898,43,9424532.0,angle,Bearing_fault
angle_evm_segment_10_10s_50_overlap.avi,16,-0.011500864289700985,0.11662596464157104,0.020505985783763562,41,9422835.0,angle,Bearing_fault
angle_evm_segment_10_10s_50_overlap.avi,17,-0.0123207475990057,0.2351098209619522,0.020833333333333332,42,9418123.0,angle,Bearing_fault
angle_evm_segment_10_10s_50_overlap.avi,18,-0.022686801850795746,0.14099889993667603,0.0219089038533483,44,9416650.0,angle,Bearing_fault
angle_evm_segment_10_10s_50_overlap.avi,19,-0.02247125282883644,0.1305025815963745,0.021464646464646464,44,9412298.0,angle,Bearing_fault
angle_evm_segment_10_10s_50_overlap.avi,20,-0.023070957511663437,0.14771293103694916,0.021604938271604937,44,9410060.0,angle,Bearing_fault
angle_evm_segment_10_10s_50_overlap.avi,21,-0.007529664319008589,0.09688910841941833,0.022189487467265245,42,9401874.0,angle,Bearing_fault
angle_evm_segment_10_10s_50_overlap.avi,22,-0.006224808748811483,0.14762678742408752,0.021137298915076694,43,9400633.0,angle,Bearing_fault
angle_evm_segment_10_10s_50_overlap.avi,23,0.01826387271285057,0.12573960423469543,0.020763187429854096,44,9397057.0,angle,Bearing_fault
angle_evm_segment_10_10s_50_overlap.avi,24,-0.007727641146630049,0.12309020012617111,0.020178638234193788,43,9398503.0,angle,Bearing_fault
angle_evm_segment_10_10s_50_overlap.avi,25,0.0036659936886280775,0.10877522826194763,0.020856715301159744,47,9400296.0,angle,Bearing_fault
angle_evm_segment_10_10s_50_overlap.avi,26,-0.0028809993527829647,0.10606242716312408,0.020248784137673028,39,9403212.0,angle,Bearing_fault
angle_evm_segment_10_10s_50_overlap.avi,27,-0.004679851699620485,0.17085984349250793,0.020529367751589974,42,9400912.0,angle,Bearing_fault
angle_evm_segment_10_10s_50_overlap.avi,28,0.0007409933605231345,0.1116252988576889,0.02111391694725028,39,9404240.0,angle,Bearing_fault
angle_evm_segment_10_10s_50_overlap.avi,29,0.028797490522265434,0.20551326870918274,0.02008511036288814,37,9399559.0,angle,Bearing_fault
angle_evm_segment_10_10s_50_overlap.avi,30,0.007241665385663509,0.10450801253318787,0.01975776281331837,47,9393794.0,angle,Bearing_fault
angle_evm_segment_10_10s_50_overlap.avi,31,0.009194553829729557,0.1344863921403885,0.01945379723157501,44,9391836.0,angle,Bearing_fault
angle_evm_segment_10_10s_50_overlap.avi,32,0.00039666242082603276,0.13829395174980164,0.01996820052375608,47,9396576.0,angle,Bearing_fault
angle_evm_segment_10_10s_50_overlap.avi,33,-0.004587976261973381,0.12312828749418259,0.020435839880284325,43,9392153.0,angle,Bearing_fault
angle_evm_segment_10_10s_50_overlap.avi,34,0.008685819804668427,0.11040801554918289,0.019851290684624018,44,9392992.0,angle,Bearing_fault
angle_evm_segment_10_10s_50_overlap.avi,35,0.010571836493909359,0.12729193270206451,0.01987467265245043,43,9389151.0,angle,Bearing_fault
angle_evm_segment_10_10s_50_overlap.avi,36,0.008580791763961315,0.13921886682510376,0.01914983164983165,47,9393705.0,angle,Bearing_fault
angle_evm_segment_10_10s_50_overlap.avi,37,0.0017986244056373835,0.0971824899315834,0.02111391694725028,46,9398281.0,angle,Bearing_fault
angle_evm_segment_10_10s_50_overlap.avi,38,-0.00820865947753191,0.1379927396774292,0.021254208754208755,44,9401544.0,angle,Bearing_fault
angle_evm_segment_10_10s_50_overlap.avi,39,0.0008767801919020712,0.08884311467409134,0.02111391694725028,41,9402688.0,angle,Bearing_fault
angle_evm_segment_10_10s_50_overlap.avi,40,-0.00913203228265047,0.08500515669584274,0.019921436588103254,41,9407132.0,angle,Bearing_fault
angle_evm_segment_10_10s_50_overlap.avi,41,-0.011767607182264328,0.17003002762794495,0.020833333333333332,42,9407397.0,angle,Bearing_fault
angle_evm_segment_10_10s_50_overlap.avi,42,-0.006075169425457716,0.053202103823423386,0.022399925177702954,47,9405542.0,angle,Bearing_fault
angle_evm_segment_10_10s_50_overlap.avi,43,0.0047459290362894535,0.1210726648569107,0.02202581369248036,43,9405129.0,angle,Bearing_fault
angle_evm_segment_10_10s_50_overlap.avi,44,-0.006057846825569868,0.09430555254220963,0.021441264496820052,45,9412351.0,angle,Bearing_fault
angle_evm_segment_10_10s_50_overlap.avi,45,-0.015526140108704567,0.13831457495689392,0.020435839880284325,39,9410894.0,angle,Bearing_fault
angle_evm_segment_10_10s_50_overlap.avi,46,-0.004958048462867737,0.13457386195659637,0.02130097268986158,46,9413634.0,angle,Bearing_fault
angle_evm_segment_10_10s_50_overlap.avi,47,0.0015683885430917144,0.1263810694217682,0.02080995136550692,43,9411991.0,angle,Bearing_fault
angle_evm_segment_10_10s_50_overlap.avi,48,0.012639245018362999,0.18022561073303223,0.021277590722035167,44,9416844.0,angle,Bearing_fault
angle_evm_segment_10_10s_50_overlap.avi,49,-0.006392802577465773,0.11564870923757553,0.022329779274223718,37,9425547.0,angle,Bearing_fault
angle_evm_segment_10_10s_50_overlap.avi,50,-0.009418278932571411,0.13506433367729187,0.02275065469509914,44,9429692.0,angle,Bearing_fault
angle_evm_segment_10_10s_50_overlap.avi,51,0.007396952714771032,0.1364803910255432,0.022376543209876542,45,9426785.0,angle,Bearing_fault
angle_evm_segment_10_10s_50_overlap.avi,52,-0.016657754778862,0.10109356045722961,0.021230826786382342,45,9433082.0,angle,Bearing_fault
angle_evm_segment_10_10s_50_overlap.avi,53,-0.01716422475874424,0.1861889809370041,0.02010849233071455,42,9436077.0,angle,Bearing_fault
angle_evm_segment_10_10s_50_overlap.avi,54,-0.005726011469960213,0.071835458278656,0.01999158249158249,38,9431950.0,angle,Bearing_fault
angle_evm_segment_10_10s_50_overlap.avi,55,0.010834879241883755,0.12891976535320282,0.020202020202020204,38,9428651.0,angle,Bearing_fault
angle_evm_segment_10_10s_50_overlap.avi,56,-0.013457938097417355,0.09092272073030472,0.019710998877665545,42,9432773.0,angle,Bearing_fault
angle_evm_segment_10_10s_50_overlap.avi,57,-0.011101055890321732,0.1517718881368637,0.01964085297418631,41,9430915.0,angle,Bearing_fault
angle_evm_segment_10_10s_50_overlap.avi,58,-0.0048170252703130245,0.09016741812229156,0.01999158249158249,39,9433115.0,angle,Bearing_fault
