video_name,frame_index,mean_flow,std_flow,edge_ratio,keypoint_count,fft_peak1,fft_peak2,fft_peak3,view,state
angle_evm_segment_10_10s_50_overlap.avi,0,-0.002682691,0.11402663,0.04566093029055992,30991,9762341.0,9762041.0,9761766.0,angle,Unbalance_weight
angle_evm_segment_10_10s_50_overlap.avi,1,-0.002682691,0.11402663,0.04566093029055992,30991,9762341.0,9762041.0,9761766.0,angle,Unbalance_weight
angle_evm_segment_10_10s_50_overlap.avi,2,-0.002682691,0.11402663,0.04566093029055992,30991,9762341.0,9762041.0,9761766.0,angle,Unbalance_weight
angle_evm_segment_10_10s_50_overlap.avi,3,-0.002682691,0.11402663,0.04566093029055992,30991,9762341.0,9762041.0,9761766.0,angle,Unbalance_weight
angle_evm_segment_10_10s_50_overlap.avi,4,-0.002682691,0.11402663,0.04566093029055992,30991,9762341.0,9762041.0,9761766.0,angle,Unbalance_weight
angle_evm_segment_10_10s_50_overlap.avi,5,-0.002682691,0.11402663,0.04566093029055992,30991,9762341.0,9762041.0,9761766.0,angle,Unbalance_weight
angle_evm_segment_10_10s_50_overlap.avi,6,-0.002682691,0.11402663,0.04566093029055992,30991,9762341.0,9762041.0,9761766.0,angle,Unbalance_weight
angle_evm_segment_10_10s_50_overlap.avi,7,-0.002682691,0.11402663,0.04566093029055992,30991,9762341.0,9762041.0,9761766.0,angle,Unbalance_weight
angle_evm_segment_10_10s_50_overlap.avi,8,-0.002682691,0.11402663,0.04566093029055992,30991,9762341.0,9762041.0,9761766.0,angle,Unbalance_weight
angle_evm_segment_10_10s_50_overlap.avi,9,-0.002682691,0.11402663,0.04566093029055992,30991,9762341.0,9762041.0,9761766.0,angle,Unbalance_weight
angle_evm_segment_10_10s_50_overlap.avi,10,-0.002682691,0.11402663,0.04566093029055992,30991,9762341.0,9762041.0,9761766.0,angle,Unbalance_weight
angle_evm_segment_10_10s_50_overlap.avi,11,-0.002682691,0.11402663,0.04566093029055992,30991,9762341.0,9762041.0,9761766.0,angle,Unbalance_weight
angle_evm_segment_10_10s_50_overlap.avi,12,-0.002682691,0.11402663,0.04566093029055992,30991,9762341.0,9762041.0,9761766.0,angle,Unbalance_weight
angle_evm_segment_10_10s_50_overlap.avi,13,-0.002682691,0.11402663,0.04566093029055992,30991,9762341.0,9762041.0,9761766.0,angle,Unbalance_weight
angle_evm_segment_10_10s_50_overlap.avi,14,-0.002682691,0.11402663,0.04566093029055992,30991,9762341.0,9762041.0,9761766.0,angle,Unbalance_weight
angle_evm_segment_10_10s_50_overlap.avi,15,-0.002682691,0.11402663,0.04566093029055992,30991,9762341.0,9762041.0,9761766.0,angle,Unbalance_weight
angle_evm_segment_10_10s_50_overlap.avi,16,-0.002682691,0.11402663,0.04566093029055992,30991,9762341.0,9762041.0,9761766.0,angle,Unbalance_weight
angle_evm_segment_10_10s_50_overlap.avi,17,-0.002682691,0.11402663,0.04566093029055992,30991,9762341.0,9762041.0,9761766.0,angle,Unbalance_weight
angle_evm_segment_10_10s_50_overlap.avi,18,-0.002682691,0.11402663,0.04566093029055992,30991,9762341.0,9762041.0,9761766.0,angle,Unbalance_weight
angle_evm_segment_10_10s_50_overlap.avi,19,-0.002682691,0.11402663,0.04566093029055992,30991,9762341.0,9762041.0,9761766.0,angle,Unbalance_weight
angle_evm_segment_10_10s_50_overlap.avi,20,-0.002682691,0.11402663,0.04566093029055992,30991,9762341.0,9762041.0,9761766.0,angle,Unbalance_weight
angle_evm_segment_10_10s_50_overlap.avi,21,-0.002682691,0.11402663,0.04566093029055992,30991,9762341.0,9762041.0,9761766.0,angle,Unbalance_weight
angle_evm_segment_10_10s_50_overlap.avi,22,-0.002682691,0.11402663,0.04566093029055992,30991,9762341.0,9762041.0,9761766.0,angle,Unbalance_weight
angle_evm_segment_10_10s_50_overlap.avi,23,-0.002682691,0.11402663,0.04566093029055992,30991,9762341.0,9762041.0,9761766.0,angle,Unbalance_weight
angle_evm_segment_10_10s_50_overlap.avi,24,-0.002682691,0.11402663,0.04566093029055992,30991,9762341.0,9762041.0,9761766.0,angle,Unbalance_weight
angle_evm_segment_10_10s_50_overlap.avi,25,-0.002682691,0.11402663,0.04566093029055992,30991,9762341.0,9762041.0,9761766.0,angle,Unbalance_weight
angle_evm_segment_10_10s_50_overlap.avi,26,-0.002682691,0.11402663,0.04566093029055992,30991,9762341.0,9762041.0,9761766.0,angle,Unbalance_weight
angle_evm_segment_10_10s_50_overlap.avi,27,-0.002682691,0.11402663,0.04566093029055992,30991,9762341.0,9762041.0,9761766.0,angle,Unbalance_weight
angle_evm_segment_10_10s_50_overlap.avi,28,-0.002682691,0.11402663,0.04566093029055992,30991,9762341.0,9762041.0,9761766.0,angle,Unbalance_weight
