video_name,frame_index,mean_flow,std_flow,edge_ratio,keypoint_count,fft_peak1,fft_peak2,fft_peak3,view,state
angle_evm_segment_1_10s.avi,0,0.0021720442,0.18467917,0.03695286195286195,29417,9273035.0,9271197.0,9265820.0,angle,Normal_state
angle_evm_segment_1_10s.avi,1,0.0021720442,0.18467917,0.03695286195286195,29417,9273035.0,9271197.0,9265820.0,angle,Normal_state
angle_evm_segment_1_10s.avi,2,0.0021720442,0.18467917,0.03695286195286195,29417,9273035.0,9271197.0,9265820.0,angle,Normal_state
angle_evm_segment_1_10s.avi,3,0.0021720442,0.18467917,0.03695286195286195,29417,9273035.0,9271197.0,9265820.0,angle,Normal_state
angle_evm_segment_1_10s.avi,4,0.0021720442,0.18467917,0.03695286195286195,29417,9273035.0,9271197.0,9265820.0,angle,Normal_state
angle_evm_segment_1_10s.avi,5,0.0021720442,0.18467917,0.03695286195286195,29417,9273035.0,9271197.0,9265820.0,angle,Normal_state
angle_evm_segment_1_10s.avi,6,0.0021720442,0.18467917,0.03695286195286195,29417,9273035.0,9271197.0,9265820.0,angle,Normal_state
angle_evm_segment_1_10s.avi,7,0.0021720442,0.18467917,0.03695286195286195,29417,9273035.0,9271197.0,9265820.0,angle,Normal_state
angle_evm_segment_1_10s.avi,8,0.0021720442,0.18467917,0.03695286195286195,29417,9273035.0,9271197.0,9265820.0,angle,Normal_state
angle_evm_segment_1_10s.avi,9,0.0021720442,0.18467917,0.03695286195286195,29417,9273035.0,9271197.0,9265820.0,angle,Normal_state
angle_evm_segment_1_10s.avi,10,0.0021720442,0.18467917,0.03695286195286195,29417,9273035.0,9271197.0,9265820.0,angle,Normal_state
angle_evm_segment_1_10s.avi,11,0.0021720442,0.18467917,0.03695286195286195,29417,9273035.0,9271197.0,9265820.0,angle,Normal_state
angle_evm_segment_1_10s.avi,12,0.0021720442,0.18467917,0.03695286195286195,29417,9273035.0,9271197.0,9265820.0,angle,Normal_state
angle_evm_segment_1_10s.avi,13,0.0021720442,0.18467917,0.03695286195286195,29417,9273035.0,9271197.0,9265820.0,angle,Normal_state
